id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
24685046,27128055,5000.0,5000.0,5000.0, 36 months,22.15,191.35,E,E5,,,RENT,55374.89,Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24685046,,other,Other,113xx,NY,28.07,0.0,Jun-1999,3.0,52.0,,14.0,0.0,42086.0,77.6,27.0,f,3175.57,3175.57,3061.6,3061.6,1824.43,1237.17,0.0,0.0,0.0,Jan-2016,191.35,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,42086.0,,,,,,,,,,,,54200.0,,,
20690051,22962692,13500.0,13500.0,13500.0, 60 months,13.98,313.99,C,C3,Occupancy Specialist,5 years,MORTGAGE,44207.0,Not Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20690051,,debt_consolidation,Debt consolidation,889xx,NV,11.24,0.0,Jan-1997,0.0,,,19.0,0.0,5576.0,18.9,31.0,f,10381.65,10381.65,5651.82,5651.82,3118.35,2533.47,0.0,0.0,0.0,Jan-2016,313.99,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,1745.0,84820.0,,,,,,,,,,,,29500.0,,,
2644680,3186838,30000.0,30000.0,30000.0, 60 months,17.77,671.06,D,D1,Six3 Systems,4 years,MORTGAGE,112000.0,Verified,Jan-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2644680,  Borrower added on 12/19/12 > This loan is help us consolidate several high interest cc into one loan to pay them off faster. We plan to cut up the high interest cards.<br>,debt_consolidation,Debt consolidation,229xx,VA,32.22,1.0,Jul-1995,3.0,15.0,,13.0,0.0,38089.0,68.9,46.0,f,13387.96,13387.96,25982.51,25982.51,16612.04,9370.47,0.0,0.0,0.0,Jan-2016,671.06,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,355782.0,,,,,,,,,,,,55300.0,,,
14500526,16562796,18000.0,18000.0,18000.0, 36 months,8.39,567.3,A,A5,Engineer,10+ years,MORTGAGE,130000.0,Not Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14500526,,credit_card,Credit card refinancing,945xx,CA,14.74,1.0,Mar-1988,0.0,8.0,,22.0,0.0,44654.0,25.0,43.0,w,9063.16,9063.16,10778.7,10778.7,8936.84,1841.86,0.0,0.0,0.0,Jan-2016,567.3,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,426481.0,,,,,,,,,,,,178700.0,,,
20038575,22301237,8775.0,8775.0,8775.0, 36 months,15.61,306.82,D,D1,TRUCK DRIVER,10+ years,MORTGAGE,75000.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20038575,,debt_consolidation,Debt consolidation,210xx,MD,22.4,3.0,Apr-1997,2.0,2.0,,10.0,0.0,2902.0,17.9,22.0,w,4895.49,4895.49,5522.76,5522.76,3879.51,1643.25,0.0,0.0,0.0,Jan-2016,306.82,Feb-2016,0.0,7.0,1.0,INDIVIDUAL,,,0.0,0.0,384465.0,,,,,,,,,,,,16200.0,,,
44533745,47601475,30000.0,30000.0,30000.0, 60 months,25.99,898.04,G,G4,Manager Quality Assurance,< 1 year,MORTGAGE,100000.0,Verified,Apr-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44533745,,debt_consolidation,Debt consolidation,452xx,OH,20.52,0.0,Mar-2001,2.0,55.0,,15.0,0.0,29347.0,60.3,39.0,w,0.0,0.0,34591.03,34591.03,30000.0,4591.03,0.0,0.0,0.0,Nov-2015,29246.11,,0.0,55.0,1.0,INDIVIDUAL,,,0.0,0.0,94972.0,,,,,,,,,,,,48700.0,,,
4186006,5328263,15000.0,15000.0,15000.0, 36 months,16.29,529.51,C,C4,Columbia University,< 1 year,RENT,55000.0,Not Verified,Apr-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4186006,"  Borrower added on 04/03/13 > I have paid all my accounts on time with no problems. I would like to consolidate my debt to one monthly payment. I don't play games with money,<br>",debt_consolidation,Amex Clean-Up,100xx,NY,13.5,0.0,Apr-2004,0.0,,,7.0,0.0,15445.0,64.9,12.0,f,0.0,0.0,18557.8224216,18557.82,15000.0,3557.82,0.0,0.0,0.0,Jul-2015,793.36,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,15445.0,,,,,,,,,,,,23800.0,,,
51958000,55387756,10000.0,10000.0,10000.0, 36 months,14.65,344.95,C,C5,Assistant Store Manager,9 years,RENT,50000.0,Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51958000,,debt_consolidation,Debt consolidation,895xx,NV,28.66,0.0,Oct-2002,0.0,,,12.0,0.0,10474.0,81.8,13.0,f,8621.32,8621.32,2101.21,2101.21,1378.68,722.53,0.0,0.0,0.0,Jan-2016,344.95,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,43680.0,,,,,,,,,,,,12800.0,,,
65128981,69564736,10000.0,10000.0,10000.0, 36 months,10.99,327.34,B,B4,,,MORTGAGE,27000.0,Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65128981,,debt_consolidation,Debt consolidation,488xx,MI,22.09,0.0,Aug-1995,0.0,49.0,66.0,6.0,1.0,3036.0,25.9,22.0,w,9526.33,9526.33,642.47,642.47,473.67,168.8,0.0,0.0,0.0,Jan-2016,327.34,Feb-2016,0.0,64.0,1.0,INDIVIDUAL,,,0.0,412.0,60317.0,,,,,,,,,,,,11700.0,,,
23183120,25536000,10000.0,10000.0,10000.0, 36 months,12.49,334.49,B,B5,Police officer,10+ years,RENT,96000.0,Source Verified,Jul-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23183120,,credit_card,Credit card refinancing,908xx,CA,12.5,0.0,Sep-1998,1.0,50.0,64.0,18.0,1.0,9325.0,30.1,42.0,f,0.0,0.0,10732.29,10732.29,10000.0,732.29,0.0,0.0,0.0,Mar-2015,8725.35,,0.0,50.0,1.0,INDIVIDUAL,,,0.0,0.0,15004.0,,,,,,,,,,,,31000.0,,,
10087608,11939375,6900.0,6900.0,6900.0, 36 months,6.62,211.86,A,A2,elementary school teacher,7 years,RENT,45000.0,Source Verified,Dec-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10087608,,debt_consolidation,debt consolidation loan,954xx,CA,33.09,0.0,Jun-2000,0.0,,,13.0,0.0,7669.0,22.2,21.0,f,0.0,0.0,7441.86697229,7441.87,6900.0,541.87,0.0,0.0,0.0,Jul-2015,3841.38,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,45986.0,,,,,,,,,,,,34500.0,,,
57802888,61555622,10000.0,10000.0,10000.0, 36 months,12.69,335.45,C,C2,RN,3 years,RENT,50000.0,Not Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57802888,,debt_consolidation,Debt consolidation,281xx,NC,11.4,0.0,Aug-2001,4.0,,,5.0,0.0,4448.0,65.4,8.0,f,9066.52,9066.52,1334.75,1334.75,933.48,401.27,0.0,0.0,0.0,Jan-2016,335.45,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,14488.0,,,,,,,,,,,,6800.0,,,
21421151,23743985,16500.0,16500.0,16500.0, 36 months,15.61,576.92,D,D1,pipefitter/welder,2 years,RENT,46000.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21421151,,debt_consolidation,Debt consolidation,786xx,TX,20.76,0.0,Apr-2011,1.0,,,6.0,0.0,8625.0,73.1,9.0,f,9656.62,9656.62,9807.64,9807.64,6843.38,2964.26,0.0,0.0,0.0,Dec-2015,576.92,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,34366.0,,,,,,,,,,,,11800.0,,,
21430316,23753205,12000.0,12000.0,12000.0, 36 months,14.99,415.93,C,C5,Operations Manager,< 1 year,RENT,47500.0,Not Verified,Jul-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21430316,,debt_consolidation,Debt consolidation,229xx,VA,10.23,0.0,Jun-2005,0.0,,,6.0,0.0,18812.0,90.4,8.0,f,0.0,0.0,4575.23,4575.23,3116.13,1459.1,0.0,0.0,0.0,Jun-2015,415.93,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,18812.0,,,,,,,,,,,,20800.0,,,
11457013,13389183,3500.0,3500.0,3500.0, 36 months,12.85,117.68,B,B4,Management Trainee,2 years,RENT,52000.0,Not Verified,Feb-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11457013,  Borrower added on 02/03/14 > Pay down high interest credit card debt.<br>,credit_card,Credit card refinancing,563xx,MN,21.76,0.0,Aug-2008,0.0,47.0,,13.0,0.0,6482.0,79.0,16.0,w,0.0,0.0,3775.26449314,3775.26,3500.0,275.26,0.0,0.0,0.0,Oct-2014,2951.5,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,56656.0,,,,,,,,,,,,8200.0,,,
48012373,51252187,5400.0,5400.0,5400.0, 36 months,15.61,188.81,D,D1,,,MORTGAGE,40000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48012373,,debt_consolidation,Debt consolidation,207xx,MD,12.03,0.0,Oct-2001,0.0,61.0,28.0,6.0,2.0,11932.0,82.3,8.0,f,4407.15,4407.15,1505.8,1505.8,992.85,512.95,0.0,0.0,0.0,Jan-2016,188.81,Feb-2016,0.0,61.0,1.0,INDIVIDUAL,,,0.0,0.0,266227.0,,,,,,,,,,,,14500.0,,,
44078204,47095030,10000.0,10000.0,10000.0, 60 months,8.18,203.63,B,B1,Registered Nurse,5 years,OWN,41035.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44078204,,other,Other,120xx,NY,13.34,0.0,Oct-2006,0.0,,,10.0,0.0,1682.0,24.0,17.0,w,8747.05,8747.05,1823.58,1823.58,1252.95,570.63,0.0,0.0,0.0,Jan-2016,203.63,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,134164.0,,,,,,,,,,,,7000.0,,,
12467736,14479841,25000.0,25000.0,25000.0, 36 months,8.9,793.84,A,A5,Contract Specialist ,9 years,MORTGAGE,98000.0,Source Verified,Mar-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12467736,,debt_consolidation,Debt consolidation,210xx,MD,13.38,0.0,Dec-1991,0.0,,,8.0,0.0,23333.0,85.8,29.0,w,0.0,0.0,26044.14,26044.14,25000.0,1044.14,0.0,0.0,0.0,Oct-2014,22074.94,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,434441.0,,,,,,,,,,,,27200.0,,,
60686302,64707052,15000.0,15000.0,15000.0, 60 months,12.29,335.87,C,C1,Case Reviewer,9 years,MORTGAGE,45000.0,Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60686302,,debt_consolidation,Debt consolidation,163xx,PA,28.93,0.0,Nov-1999,0.0,,59.0,7.0,1.0,5136.0,65.0,36.0,w,14259.74,14259.74,1333.24,1333.24,740.26,592.98,0.0,0.0,0.0,Jan-2016,335.87,Feb-2016,0.0,55.0,1.0,INDIVIDUAL,,,0.0,0.0,39460.0,,,,,,,,,,,,7950.0,,,
68405865,73295656,10000.0,10000.0,10000.0, 36 months,5.32,301.15,A,A1,AR Supervisor,10+ years,RENT,73500.0,Not Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68405865,,debt_consolidation,Debt consolidation,021xx,MA,3.67,0.0,Jul-1997,1.0,,,6.0,0.0,6845.0,26.0,13.0,w,9743.18,9743.18,273.07,273.07,256.82,16.25,0.0,0.0,0.0,Jan-2016,280.46,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,6845.0,0.0,0.0,0.0,0.0,26.0,0.0,,1.0,1.0,4825.0,26.0,26300.0,0.0,0.0,1.0
59975189,63919904,35000.0,35000.0,35000.0, 36 months,13.33,1184.86,C,C3,Lecturer in Managerial Economics,10+ years,OWN,101000.0,Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59975189,,debt_consolidation,Debt consolidation,483xx,MI,10.98,2.0,Sep-1987,1.0,0.0,,15.0,0.0,13058.0,29.2,36.0,w,31762.27,31762.27,4713.52,4713.52,3237.73,1475.79,0.0,0.0,0.0,Jan-2016,1184.86,Feb-2016,0.0,49.0,1.0,INDIVIDUAL,,,1.0,0.0,20456.0,,,,,,,,,,,,44700.0,,,
60920617,64962351,25000.0,25000.0,24900.0, 36 months,5.32,752.87,A,A1,national account mgr,10+ years,MORTGAGE,98000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60920617,,credit_card,Credit card refinancing,335xx,FL,7.21,0.0,Mar-2003,0.0,,,5.0,0.0,26663.0,50.3,14.0,f,23065.34,22973.08,2251.22,2242.22,1934.66,316.56,0.0,0.0,0.0,Dec-2015,752.87,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,287649.0,,,,,,,,,,,,53000.0,,,
51918407,55348196,14000.0,14000.0,14000.0, 36 months,5.32,421.61,A,A1,Attorney,7 years,OWN,175000.0,Not Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51918407,,other,Other,122xx,NY,6.62,0.0,Aug-1987,0.0,,,17.0,0.0,2441.0,2.2,29.0,w,11449.47,11449.47,2942.99,2942.99,2550.53,392.46,0.0,0.0,0.0,Jan-2016,421.61,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,500770.0,,,,,,,,,,,,111300.0,,,
68615279,73518062,12000.0,12000.0,12000.0, 60 months,20.5,321.28,E,E4,Branch manager,10+ years,OWN,65000.0,Not Verified,Dec-2015,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68615279,,other,Other,487xx,MI,32.7,0.0,Jul-2001,3.0,60.0,82.0,39.0,1.0,14791.0,39.4,57.0,w,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Jan-2016,0.0,,1.0,INDIVIDUAL,,,0.0,412.0,92493.0,2.0,18.0,1.0,6.0,1.0,77702.0,97.8,7.0,12.0,2900.0,79.1,37500.0,1.0,11.0,6.0
34353404,37016752,14000.0,14000.0,14000.0, 60 months,14.31,328.01,C,C4,Operator,9 years,MORTGAGE,145000.0,Not Verified,Nov-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34353404,,credit_card,Credit card refinancing,945xx,CA,15.37,0.0,Apr-2002,1.0,42.0,,9.0,0.0,32621.0,82.4,30.0,w,0.0,0.0,15313.61,15313.61,14000.0,1313.61,0.0,0.0,0.0,Jul-2015,13039.8,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,393866.0,,,,,,,,,,,,39600.0,,,
59292790,63180623,20000.0,20000.0,20000.0, 36 months,11.53,659.81,B,B5,Teacher,10+ years,RENT,72000.0,Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59292790,,other,Other,921xx,CA,24.38,0.0,Jan-1998,2.0,,118.0,8.0,1.0,10509.0,57.4,17.0,w,18102.29,18102.29,2626.43,2626.43,1897.71,728.72,0.0,0.0,0.0,Jan-2016,659.81,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,121640.0,,,,,,,,,,,,18300.0,,,
1274377,1518185,14000.0,14000.0,14000.0, 36 months,13.11,472.46,B,B4,UBS Financial Services,3 years,MORTGAGE,135000.0,Verified,May-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1274377,"  Borrower added on 05/01/12 > I am trying to pay off my high interest rate credit card debt.  I have been plugging away at it each month, but each time I look at the statements and see the finance charges I am paying, I feel sick inside.  Thank you for your consideration! This lower rate would be a true blessing.<br>",debt_consolidation,Debt Consolidation and payoff,945xx,CA,12.69,0.0,Apr-1991,0.0,,,15.0,0.0,27385.0,67.5,29.0,f,0.0,0.0,17007.8826429,17007.88,14000.0,3007.88,0.0,0.0,0.0,May-2015,474.09,,0.0,,1.0,INDIVIDUAL,,,0.0,,,,,,,,,,,,,,,,,
1452348,1705865,10000.0,10000.0,10000.0, 36 months,6.62,307.04,A,A2,The Libman Company,2 years,MORTGAGE,105000.0,Not Verified,Aug-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1452348,,house,Home Improvemnet,619xx,IL,10.74,0.0,Mar-1997,4.0,,,7.0,0.0,1500.0,17.9,23.0,f,0.0,0.0,10976.1822924,10976.18,10000.0,976.18,0.0,0.0,0.0,Nov-2014,3010.42,,0.0,,1.0,INDIVIDUAL,,,0.0,,,,,,,,,,,,,,,,,
9228751,11050635,18250.0,18250.0,18250.0, 60 months,23.7,521.85,F,F1,auto tech,5 years,RENT,41600.0,Verified,Dec-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9228751,,debt_consolidation,personal,906xx,CA,28.77,0.0,Dec-2000,1.0,47.0,,7.0,0.0,6279.0,84.9,21.0,w,0.0,0.0,6119.1,6119.1,1199.08,2453.87,0.0,2466.15,24.6615,Jul-2014,521.85,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,44192.0,,,,,,,,,,,,7400.0,,,
43336413,46323174,35000.0,35000.0,35000.0, 60 months,15.61,843.9,D,D1,Vice President,10+ years,OWN,200000.0,Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43336413,,credit_card,Credit card refinancing,750xx,TX,18.67,0.0,Oct-1999,0.0,,,11.0,0.0,39959.0,85.4,18.0,f,31314.91,31314.91,7534.39,7534.39,3685.09,3849.3,0.0,0.0,0.0,Jan-2016,843.9,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,101829.0,,,,,,,,,,,,46800.0,,,
46787544,49935459,16000.0,16000.0,16000.0, 60 months,9.99,339.88,B,B3,,,MORTGAGE,70000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46787544,,debt_consolidation,Debt consolidation,234xx,VA,14.98,3.0,Aug-1991,0.0,4.0,,15.0,0.0,8377.0,39.3,31.0,w,14516.6,14516.6,2391.02,2391.02,1483.4,907.62,0.0,0.0,0.0,Jan-2016,339.88,Jan-2016,0.0,4.0,1.0,INDIVIDUAL,,,0.0,0.0,398305.0,,,,,,,,,,,,21300.0,,,
57694049,61446800,35000.0,35000.0,35000.0, 36 months,16.55,1240.03,D,D2,Payroll Director ,2 years,RENT,130000.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57694049,,debt_consolidation,Debt consolidation,905xx,CA,18.21,0.0,Jan-1990,0.0,29.0,,17.0,0.0,44412.0,71.7,40.0,w,31107.49,31107.49,6167.97,6167.97,3892.51,2275.46,0.0,0.0,0.0,Jan-2016,1240.03,Feb-2016,0.0,29.0,1.0,INDIVIDUAL,,,0.0,0.0,65190.0,,,,,,,,,,,,61900.0,,,
43235697,46242438,6000.0,6000.0,6000.0, 36 months,13.33,203.12,C,C3,chef,6 years,RENT,55000.0,Source Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43235697,,major_purchase,Major purchase,069xx,CT,12.04,2.0,Sep-2009,2.0,12.0,,15.0,0.0,3403.0,18.0,17.0,w,4565.02,4565.02,2022.31,2022.31,1434.98,587.33,0.0,0.0,0.0,Jan-2016,203.12,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,23207.0,,,,,,,,,,,,18900.0,,,
36351660,39083123,28100.0,28100.0,28100.0, 36 months,19.99,1044.16,E,E3,nurse,6 years,MORTGAGE,70000.0,Source Verified,Dec-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36351660,,debt_consolidation,Debt consolidation,125xx,NY,25.25,1.0,Mar-1992,1.0,3.0,,14.0,0.0,10936.0,56.7,40.0,f,19815.02,19815.02,13511.67,13511.67,8284.98,5226.69,0.0,0.0,0.0,Jan-2016,1044.16,Feb-2016,0.0,66.0,1.0,INDIVIDUAL,,,0.0,0.0,198966.0,,,,,,,,,,,,19300.0,,,
34473673,37137019,16000.0,16000.0,16000.0, 36 months,8.67,506.35,B,B1,Aircraft Examiner,7 years,RENT,84000.0,Source Verified,Nov-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34473673,,credit_card,Credit card refinancing,921xx,CA,13.09,0.0,Aug-2007,0.0,,,8.0,0.0,16582.0,63.5,16.0,w,0.0,0.0,16631.58,16631.58,16000.0,631.58,0.0,0.0,0.0,May-2015,14119.1,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,38926.0,,,,,,,,,,,,26100.0,,,
4289355,5481898,3000.0,3000.0,3000.0, 36 months,12.12,99.82,B,B3,Las Vegas Metropolitan Police Department,10+ years,MORTGAGE,75000.0,Not Verified,Apr-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4289355,,home_improvement,Condo Tile and Carpet,891xx,NV,18.72,0.0,Jun-1997,1.0,,,11.0,0.0,9712.0,40.8,28.0,w,0.0,0.0,3524.81,3524.81,3000.0,524.81,0.0,0.0,0.0,May-2015,728.77,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,203121.0,,,,,,,,,,,,23800.0,,,
3107729,3780257,14600.0,14600.0,14600.0, 36 months,14.33,501.34,C,C1,herbchambers honda,4 years,MORTGAGE,60000.0,Not Verified,Jan-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3107729,"  Borrower added on 01/10/13 > debt consolidation, credit cards payoff<br>",debt_consolidation,payoff credit cards,029xx,RI,12.42,0.0,Nov-2004,1.0,66.0,,13.0,0.0,12243.0,76.0,21.0,f,0.0,0.0,2280.99,2280.99,990.2,509.98,0.0,780.81,7.45,Apr-2013,501.34,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,139055.0,,,,,,,,,,,,16100.0,,,
7625410,9307522,10625.0,10625.0,10625.0, 60 months,16.2,259.51,C,C4,Supervisor ,10+ years,MORTGAGE,32000.0,Source Verified,Oct-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7625410,,debt_consolidation,Credit card consolidation,423xx,KY,12.75,0.0,Feb-2008,0.0,,,5.0,0.0,9262.0,57.9,16.0,w,0.0,0.0,2953.96,2953.96,720.15,836.43,0.0,1397.38,13.9737999983,Apr-2014,259.51,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,87489.0,,,,,,,,,,,,16000.0,,,
44086478,47103226,10000.0,10000.0,10000.0, 36 months,10.99,327.34,B,B4,PROJECT MANAGER,3 years,RENT,60000.0,Not Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44086478,,debt_consolidation,Debt consolidation,462xx,IN,30.72,0.0,Apr-2000,0.0,,51.0,12.0,5.0,26761.0,62.5,29.0,f,7798.78,7798.78,2984.66,2984.66,2201.22,783.44,0.0,0.0,0.0,Jan-2016,327.34,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,183.0,157765.0,,,,,,,,,,,,42800.0,,,
51326401,54736119,25000.0,25000.0,25000.0, 36 months,12.69,838.63,C,C2,Air Traffic Controller,9 years,RENT,145000.0,Source Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51326401,,debt_consolidation,Debt consolidation,605xx,IL,17.57,2.0,Mar-2000,0.0,15.0,,6.0,0.0,25211.0,99.6,25.0,f,20850.42,20850.42,5852.79,5852.79,4149.58,1703.21,0.0,0.0,0.0,Jan-2016,838.63,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,333.0,48172.0,,,,,,,,,,,,25300.0,,,
3204603,3946761,28000.0,28000.0,27975.0, 60 months,13.11,638.67,B,B4,Press Journal Printing co.,10+ years,MORTGAGE,99000.0,Source Verified,Feb-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3204603,,debt_consolidation,Consolidation,633xx,MO,27.74,0.0,Dec-1996,0.0,,,16.0,0.0,30363.0,42.7,45.0,w,13906.02,13893.61,22352.73,22332.77,14093.98,8258.75,0.0,0.0,0.0,Jan-2016,638.67,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,268.0,219636.0,,,,,,,,,,,,101800.0,,,
43236276,46243043,14350.0,14350.0,14350.0, 60 months,18.25,366.36,E,E1,Supervisor,< 1 year,OWN,36000.0,Source Verified,Mar-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43236276,,debt_consolidation,Debt consolidation,346xx,FL,36.97,0.0,May-2002,0.0,64.0,78.0,11.0,1.0,16139.0,68.7,54.0,f,0.0,0.0,15215.66,15215.66,14350.0,865.66,0.0,0.0,0.0,Jul-2015,14131.13,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,48650.0,,,,,,,,,,,,23500.0,,,
8979682,10781580,7000.0,7000.0,6975.0, 36 months,11.99,232.47,B,B3,women's leader,5 years,RENT,40000.0,Not Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8979682,  Borrower added on 11/19/13 > Short and sweet&hellip;this loan will help to become debt free within a a short time.<br>,debt_consolidation,the time is now,618xx,IL,15.96,1.0,Dec-1993,0.0,16.0,,7.0,0.0,6554.0,88.6,18.0,f,2410.26,2401.65,5811.6,5790.84,4589.74,1221.86,0.0,0.0,0.0,Dec-2015,232.47,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,19761.0,,,,,,,,,,,,7400.0,,,
10119680,11971290,35000.0,35000.0,35000.0, 60 months,17.57,880.61,D,D2,supply supervisor,10+ years,RENT,74000.0,Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10119680,,debt_consolidation,Debt consolidation,606xx,IL,23.71,0.0,Oct-1984,0.0,,114.0,11.0,1.0,33427.0,42.4,24.0,f,24504.38,24504.38,21133.36,21133.36,10495.62,10637.74,0.0,0.0,0.0,Jan-2016,880.61,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,55530.0,,,,,,,,,,,,78800.0,,,
